Date,Borough,Pool,Attendance
07/20/2018,Staten Island,PS 14 Playground,170
07/20/2018,Staten Island,PS 46 Playground,85
07/21/2018,Bronx,Claremont,230
07/21/2018,Bronx,Edenwald Houses,28
07/21/2018,Bronx,Crotona,448
07/21/2018,Bronx,Floating Pool,358
07/21/2018,Bronx,Haffen,170
07/21/2018,Bronx,Mapes,303
07/21/2018,Bronx,Mullaly,260
07/21/2018,Bronx,Van Cortlandt,582
07/21/2018,Bronx,Bronx River Playground,64
07/21/2018,Brooklyn,Betsy Head,895
07/21/2018,Brooklyn,PS 20 Playground,98
07/21/2018,Brooklyn,Lindower Park,30
07/21/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/21/2018,Brooklyn,Glenwood Houses,7
07/21/2018,Brooklyn,David Fox/PS 251 Pool,26
07/21/2018,Brooklyn,McCarren Park,976
07/21/2018,Brooklyn,Sunset Park,746
07/21/2018,Brooklyn,Red Hook,574
07/21/2018,Brooklyn,Kosciuszko,334
07/21/2018,Brooklyn,Howard,166
07/21/2018,Brooklyn,Douglas and DeGraw,282
07/21/2018,Brooklyn,Commodore Barry,110
07/21/2018,Brooklyn,Bushwick,63
07/21/2018,Manhattan,Asser Levy,121
07/21/2018,Manhattan,Tony Dapolito,170
07/21/2018,Manhattan,Dry Dock,102
07/21/2018,Manhattan,Hamilton Fish,428
07/21/2018,Manhattan,Highbridge,1692
07/21/2018,Manhattan,Jackie Robinson,448
07/21/2018,Manhattan,John Jay,357
07/21/2018,Manhattan,Lasker,1181
07/21/2018,Manhattan,Marcus Garvey,175
07/21/2018,Manhattan,Sheltering Arms,166
07/21/2018,Manhattan,Thomas Jefferson,173
07/21/2018,Manhattan,Wagner,106
07/21/2018,Manhattan,Abe Lincoln,13
07/21/2018,Manhattan,Frederick Douglass,46
07/21/2018,Manhattan,Vesuvio,65
07/21/2018,Manhattan,Tompkins Square,54
07/21/2018,Queens,Astoria,1229
07/21/2018,Queens,Fisher,353
07/21/2018,Queens,Liberty,250
07/21/2018,Queens,Totten,271
07/21/2018,Queens,Marie Curie Park,128
07/21/2018,Queens,Astoria Hts PS 10,0
07/21/2018,Queens,PS 186 Playground,180
07/21/2018,Queens,Windmuller,284
07/21/2018,Staten Island,Faber,61
07/21/2018,Staten Island,Lyons,215
07/21/2018,Staten Island,Tottenville,15
07/21/2018,Staten Island,West Brighton,98
07/21/2018,Staten Island,General Douglas,10
07/21/2018,Staten Island,Mariner's Harbor,0
07/21/2018,Staten Island,PS 14 Playground,62
07/21/2018,Staten Island,PS 46 Playground,36
07/22/2018,Bronx,Claremont,147
07/22/2018,Bronx,Edenwald Houses,20
07/22/2018,Bronx,Crotona,380
07/22/2018,Bronx,Floating Pool,178
07/22/2018,Bronx,Haffen,0
07/22/2018,Bronx,Mapes,305
07/22/2018,Bronx,Mullaly,99
07/22/2018,Bronx,Van Cortlandt,140
07/22/2018,Bronx,Bronx River Playground,35
07/22/2018,Brooklyn,Betsy Head,371
07/22/2018,Brooklyn,PS 20 Playground,0
07/22/2018,Brooklyn,Lindower Park,35
07/22/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/22/2018,Brooklyn,Glenwood Houses,30
07/22/2018,Brooklyn,David Fox/PS 251 Pool,25
07/22/2018,Brooklyn,McCarren Park,509
07/22/2018,Brooklyn,Sunset Park,655
07/22/2018,Brooklyn,Red Hook,696
07/22/2018,Brooklyn,Kosciuszko,334
07/22/2018,Brooklyn,Howard,105
07/22/2018,Brooklyn,Douglas and DeGraw,259
07/22/2018,Brooklyn,Commodore Barry,107
07/22/2018,Brooklyn,Bushwick,73
07/22/2018,Manhattan,Asser Levy,86
07/22/2018,Manhattan,Tony Dapolito,114
07/22/2018,Manhattan,Dry Dock,33
07/22/2018,Manhattan,Hamilton Fish,264
07/22/2018,Manhattan,Highbridge,408
07/22/2018,Manhattan,Jackie Robinson,118
07/22/2018,Manhattan,John Jay,190
07/22/2018,Manhattan,Lasker,346
07/22/2018,Manhattan,Marcus Garvey,122
07/22/2018,Manhattan,Sheltering Arms,75
07/22/2018,Manhattan,Thomas Jefferson,175
07/22/2018,Manhattan,Wagner,55
07/22/2018,Manhattan,Abe Lincoln,6
07/22/2018,Manhattan,Frederick Douglass,15
07/22/2018,Manhattan,Vesuvio,50
07/22/2018,Manhattan,Tompkins Square,14
07/22/2018,Queens,Astoria,718
07/22/2018,Queens,Fisher,191
07/22/2018,Queens,Liberty,170
07/22/2018,Queens,Totten,480
07/22/2018,Queens,Marie Curie Park,87
07/22/2018,Queens,Astoria Hts PS 10,0
07/22/2018,Queens,PS 186 Playground,140
07/22/2018,Queens,Windmuller,109
07/22/2018,Staten Island,Faber,74
07/22/2018,Staten Island,Lyons,108
07/22/2018,Staten Island,Tottenville,117
07/22/2018,Staten Island,West Brighton,224
07/22/2018,Staten Island,General Douglas,7
07/22/2018,Staten Island,Mariner's Harbor,0
07/22/2018,Staten Island,PS 14 Playground,78
07/22/2018,Staten Island,PS 46 Playground,31
07/23/2018,Bronx,Claremont,195
07/23/2018,Bronx,Edenwald Houses,14
07/23/2018,Bronx,Crotona,266
07/23/2018,Bronx,Floating Pool,123
07/23/2018,Bronx,Haffen,66
07/23/2018,Bronx,Mapes,192
07/23/2018,Bronx,Mullaly,70
07/23/2018,Bronx,Van Cortlandt,40
07/23/2018,Bronx,Bronx River Playground,55
07/23/2018,Brooklyn,Betsy Head,363
07/23/2018,Brooklyn,PS 20 Playground,60
07/23/2018,Brooklyn,Lindower Park,18
07/23/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/23/2018,Brooklyn,Glenwood Houses,17
07/23/2018,Brooklyn,David Fox/PS 251 Pool,27
07/23/2018,Brooklyn,McCarren Park,189
07/23/2018,Brooklyn,Sunset Park,810
07/23/2018,Brooklyn,Red Hook,390
07/23/2018,Brooklyn,Kosciuszko,213
07/23/2018,Brooklyn,Howard,87
07/23/2018,Brooklyn,Douglas and DeGraw,182
07/23/2018,Brooklyn,Commodore Barry,42
07/23/2018,Brooklyn,Bushwick,21
07/23/2018,Manhattan,Asser Levy,109
07/23/2018,Manhattan,Tony Dapolito,84
07/23/2018,Manhattan,Dry Dock,43
07/23/2018,Manhattan,Hamilton Fish,402
07/23/2018,Manhattan,Highbridge,696
07/23/2018,Manhattan,Jackie Robinson,126
07/23/2018,Manhattan,John Jay,166
07/23/2018,Manhattan,Lasker,115
07/23/2018,Manhattan,Marcus Garvey,86
07/23/2018,Manhattan,Sheltering Arms,162
07/23/2018,Manhattan,Thomas Jefferson,46
07/23/2018,Manhattan,Wagner,93
07/23/2018,Manhattan,Abe Lincoln,0
07/23/2018,Manhattan,Frederick Douglass,7
07/23/2018,Manhattan,Vesuvio,33
07/23/2018,Manhattan,Tompkins Square,32
07/23/2018,Queens,Astoria,418
07/23/2018,Queens,Fisher,171
07/23/2018,Queens,Liberty,100
07/23/2018,Queens,Totten,47
07/23/2018,Queens,Marie Curie Park,36
07/23/2018,Queens,Astoria Hts PS 10,0
07/23/2018,Queens,PS 186 Playground,250
07/23/2018,Queens,Windmuller,81
07/23/2018,Staten Island,Faber,60
07/23/2018,Staten Island,Lyons,133
07/23/2018,Staten Island,Tottenville,153
07/23/2018,Staten Island,West Brighton,125
07/23/2018,Staten Island,General Douglas,6
07/23/2018,Staten Island,Mariner's Harbor,0
07/23/2018,Staten Island,PS 14 Playground,15
07/23/2018,Staten Island,PS 46 Playground,0
07/24/2018,Bronx,Claremont,172
07/24/2018,Bronx,Edenwald Houses,28
07/24/2018,Bronx,Crotona,427
07/24/2018,Bronx,Floating Pool,163
07/24/2018,Bronx,Haffen,135
07/24/2018,Bronx,Mapes,250
07/24/2018,Bronx,Mullaly,210
07/24/2018,Bronx,Van Cortlandt,371
07/24/2018,Bronx,Bronx River Playground,95
07/24/2018,Brooklyn,Betsy Head,1860
07/24/2018,Brooklyn,PS 20 Playground,46
07/24/2018,Brooklyn,Lindower Park,93
07/24/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/24/2018,Brooklyn,Glenwood Houses,25
07/24/2018,Brooklyn,David Fox/PS 251 Pool,58
07/24/2018,Brooklyn,McCarren Park,743
07/24/2018,Brooklyn,Sunset Park,889
07/24/2018,Brooklyn,Red Hook,840
07/24/2018,Brooklyn,Kosciuszko,437
07/24/2018,Brooklyn,Howard,156
07/24/2018,Brooklyn,Douglas and DeGraw,418
07/24/2018,Brooklyn,Commodore Barry,175
07/24/2018,Brooklyn,Bushwick,79
07/24/2018,Manhattan,Asser Levy,317
07/24/2018,Manhattan,Tony Dapolito,190
07/24/2018,Manhattan,Dry Dock,157
07/24/2018,Manhattan,Hamilton Fish,1310
07/24/2018,Manhattan,Highbridge,1598
07/24/2018,Manhattan,Jackie Robinson,236
07/24/2018,Manhattan,John Jay,348
07/24/2018,Manhattan,Lasker,477
07/24/2018,Manhattan,Marcus Garvey,264
07/24/2018,Manhattan,Sheltering Arms,65
07/24/2018,Manhattan,Thomas Jefferson,81
07/24/2018,Manhattan,Wagner,108
07/24/2018,Manhattan,Abe Lincoln,74
07/24/2018,Manhattan,Frederick Douglass,20
07/24/2018,Manhattan,Vesuvio,58
07/24/2018,Manhattan,Tompkins Square,80
07/24/2018,Queens,Astoria,1394
07/24/2018,Queens,Fisher,676
07/24/2018,Queens,Liberty,390
07/24/2018,Queens,Totten,329
07/24/2018,Queens,Marie Curie Park,205
07/24/2018,Queens,Astoria Hts PS 10,0
07/24/2018,Queens,PS 186 Playground,270
07/24/2018,Queens,Windmuller,226
07/24/2018,Staten Island,Faber,159
07/24/2018,Staten Island,Lyons,403
07/24/2018,Staten Island,Tottenville,123
07/24/2018,Staten Island,West Brighton,195
07/24/2018,Staten Island,General Douglas,7
07/24/2018,Staten Island,Mariner's Harbor,0
07/24/2018,Staten Island,PS 14 Playground,99
07/24/2018,Staten Island,PS 46 Playground,0
07/25/2018,Bronx,Claremont,55
07/25/2018,Bronx,Edenwald Houses,27
07/25/2018,Bronx,Crotona,104
07/25/2018,Bronx,Floating Pool,25
07/25/2018,Bronx,Haffen,33
07/25/2018,Bronx,Mapes,37
07/25/2018,Bronx,Mullaly,40
07/25/2018,Bronx,Van Cortlandt,25
07/25/2018,Bronx,Bronx River Playground,16
07/25/2018,Brooklyn,Betsy Head,158
07/25/2018,Brooklyn,PS 20 Playground,15
07/25/2018,Brooklyn,Lindower Park,0
07/25/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/25/2018,Brooklyn,Glenwood Houses,3
07/25/2018,Brooklyn,David Fox/PS 251 Pool,1
07/25/2018,Brooklyn,McCarren Park,116
07/25/2018,Brooklyn,Sunset Park,176
07/25/2018,Brooklyn,Red Hook,385
07/25/2018,Brooklyn,Kosciuszko,66
07/25/2018,Brooklyn,Howard,60
07/25/2018,Brooklyn,Douglas and DeGraw,69
07/25/2018,Brooklyn,Commodore Barry,43
07/25/2018,Brooklyn,Bushwick,2
07/25/2018,Manhattan,Asser Levy,32
07/25/2018,Manhattan,Tony Dapolito,90
07/25/2018,Manhattan,Dry Dock,24
07/25/2018,Manhattan,Hamilton Fish,236
07/25/2018,Manhattan,Highbridge,396
07/25/2018,Manhattan,Jackie Robinson,72
07/25/2018,Manhattan,John Jay,91
07/25/2018,Manhattan,Lasker,348
07/25/2018,Manhattan,Marcus Garvey,131
07/25/2018,Manhattan,Sheltering Arms,5
07/25/2018,Manhattan,Thomas Jefferson,70
07/25/2018,Manhattan,Wagner,33
07/25/2018,Manhattan,Abe Lincoln,0
07/25/2018,Manhattan,Frederick Douglass,23
07/25/2018,Manhattan,Vesuvio,8
07/25/2018,Manhattan,Tompkins Square,10
07/25/2018,Queens,Astoria,673
07/25/2018,Queens,Fisher,56
07/25/2018,Queens,Liberty,112
07/25/2018,Queens,Totten,41
07/25/2018,Queens,Marie Curie Park,7
07/25/2018,Queens,Astoria Hts PS 10,0
07/25/2018,Queens,PS 186 Playground,18
07/25/2018,Queens,Windmuller,8
07/25/2018,Staten Island,Faber,23
07/25/2018,Staten Island,Lyons,207
07/25/2018,Staten Island,Tottenville,87
07/25/2018,Staten Island,West Brighton,107
07/25/2018,Staten Island,General Douglas,2
07/25/2018,Staten Island,Mariner's Harbor,0
07/25/2018,Staten Island,PS 14 Playground,26
07/25/2018,Staten Island,PS 46 Playground,0
07/26/2018,Bronx,Claremont,245
07/26/2018,Bronx,Edenwald Houses,66
07/26/2018,Bronx,Crotona,197
07/26/2018,Bronx,Floating Pool,139
07/26/2018,Bronx,Haffen,130
07/26/2018,Bronx,Mapes,242
07/26/2018,Bronx,Mullaly,207
07/26/2018,Bronx,Van Cortlandt,232
07/26/2018,Bronx,Bronx River Playground,65
07/26/2018,Brooklyn,Betsy Head,1267
07/26/2018,Brooklyn,PS 20 Playground,46
07/26/2018,Brooklyn,Lindower Park,50
07/26/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/26/2018,Brooklyn,Glenwood Houses,25
07/26/2018,Brooklyn,David Fox/PS 251 Pool,37
07/26/2018,Brooklyn,McCarren Park,657
07/26/2018,Brooklyn,Sunset Park,685
07/26/2018,Brooklyn,Red Hook,1950
07/26/2018,Brooklyn,Kosciuszko,440
07/26/2018,Brooklyn,Howard,114
07/26/2018,Brooklyn,Douglas and DeGraw,292
07/26/2018,Brooklyn,Commodore Barry,112
07/26/2018,Brooklyn,Bushwick,0
07/26/2018,Manhattan,Asser Levy,99
07/26/2018,Manhattan,Tony Dapolito,98
07/26/2018,Manhattan,Dry Dock,153
07/26/2018,Manhattan,Hamilton Fish,524
07/26/2018,Manhattan,Highbridge,917
07/26/2018,Manhattan,Jackie Robinson,235
07/26/2018,Manhattan,John Jay,361
07/26/2018,Manhattan,Lasker,853
07/26/2018,Manhattan,Marcus Garvey,215
07/26/2018,Manhattan,Sheltering Arms,170
07/26/2018,Manhattan,Thomas Jefferson,361
07/26/2018,Manhattan,Wagner,182
07/26/2018,Manhattan,Abe Lincoln,62
07/26/2018,Manhattan,Frederick Douglass,53
07/26/2018,Manhattan,Vesuvio,41
07/26/2018,Manhattan,Tompkins Square,64
07/26/2018,Queens,Astoria,1030
07/26/2018,Queens,Fisher,190
07/26/2018,Queens,Liberty,315
07/26/2018,Queens,Totten,212
07/26/2018,Queens,Marie Curie Park,153
07/26/2018,Queens,Astoria Hts PS 10,0
07/26/2018,Queens,PS 186 Playground,330
07/26/2018,Queens,Windmuller,205
07/26/2018,Staten Island,Faber,164
07/26/2018,Staten Island,Lyons,585
07/26/2018,Staten Island,Tottenville,160
07/26/2018,Staten Island,West Brighton,172
07/26/2018,Staten Island,General Douglas,18
07/26/2018,Staten Island,Mariner's Harbor,0
07/26/2018,Staten Island,PS 14 Playground,91
07/26/2018,Staten Island,PS 46 Playground,30
07/27/2018,Bronx,Claremont,246
07/27/2018,Bronx,Edenwald Houses,32
07/27/2018,Bronx,Crotona,1178
07/27/2018,Bronx,Floating Pool,292
07/27/2018,Bronx,Haffen,243
07/27/2018,Bronx,Mapes,280
07/27/2018,Bronx,Mullaly,360
07/27/2018,Bronx,Van Cortlandt,489
07/27/2018,Bronx,Bronx River Playground,36
07/27/2018,Brooklyn,Betsy Head,1453
07/27/2018,Brooklyn,PS 20 Playground,70
07/27/2018,Brooklyn,Lindower Park,90
07/27/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/27/2018,Brooklyn,Glenwood Houses,10
07/27/2018,Brooklyn,David Fox/PS 251 Pool,30
07/27/2018,Brooklyn,McCarren Park,778
07/27/2018,Brooklyn,Sunset Park,751
07/27/2018,Brooklyn,Red Hook,1200
07/27/2018,Brooklyn,Kosciuszko,502
07/27/2018,Brooklyn,Howard,190
07/27/2018,Brooklyn,Douglas and DeGraw,478
07/27/2018,Brooklyn,Commodore Barry,166
07/27/2018,Brooklyn,Bushwick,121
07/27/2018,Manhattan,Asser Levy,269
07/27/2018,Manhattan,Tony Dapolito,94
07/27/2018,Manhattan,Dry Dock,115
07/27/2018,Manhattan,Hamilton Fish,890
07/27/2018,Manhattan,Highbridge,2533
07/27/2018,Manhattan,Jackie Robinson,347
07/27/2018,Manhattan,John Jay,474
07/27/2018,Manhattan,Lasker,865
07/27/2018,Manhattan,Marcus Garvey,268
07/27/2018,Manhattan,Sheltering Arms,155
07/27/2018,Manhattan,Thomas Jefferson,566
07/27/2018,Manhattan,Wagner,242
07/27/2018,Manhattan,Abe Lincoln,12
07/27/2018,Manhattan,Frederick Douglass,32
07/27/2018,Manhattan,Vesuvio,63
07/27/2018,Manhattan,Tompkins Square,35
07/27/2018,Queens,Astoria,1376
07/27/2018,Queens,Fisher,665
07/27/2018,Queens,Liberty,313
07/27/2018,Queens,Totten,484
07/27/2018,Queens,Marie Curie Park,292
07/27/2018,Queens,Astoria Hts PS 10,0
07/27/2018,Queens,PS 186 Playground,147
07/27/2018,Queens,Windmuller,152
07/27/2018,Staten Island,Faber,99
07/27/2018,Staten Island,Lyons,288
07/27/2018,Staten Island,Tottenville,155
07/27/2018,Staten Island,West Brighton,221
07/27/2018,Staten Island,General Douglas,0
07/27/2018,Staten Island,Mariner's Harbor,0
07/27/2018,Staten Island,PS 14 Playground,40
07/27/2018,Staten Island,PS 46 Playground,60
07/28/2018,Bronx,Claremont,414
07/28/2018,Bronx,Edenwald Houses,72
07/28/2018,Bronx,Crotona,834
07/28/2018,Bronx,Floating Pool,633
07/28/2018,Bronx,Haffen,374
07/28/2018,Bronx,Mapes,501
07/28/2018,Bronx,Mullaly,388
07/28/2018,Bronx,Van Cortlandt,831
07/28/2018,Bronx,Bronx River Playground,76
07/28/2018,Brooklyn,Betsy Head,1369
07/28/2018,Brooklyn,PS 20 Playground,160
07/28/2018,Brooklyn,Lindower Park,84
07/28/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/28/2018,Brooklyn,Glenwood Houses,47
07/28/2018,Brooklyn,David Fox/PS 251 Pool,71
07/28/2018,Brooklyn,McCarren Park,1907
07/28/2018,Brooklyn,Sunset Park,1487
07/28/2018,Brooklyn,Red Hook,2035
07/28/2018,Brooklyn,Kosciuszko,769
07/28/2018,Brooklyn,Howard,311
07/28/2018,Brooklyn,Douglas and DeGraw,821
07/28/2018,Brooklyn,Commodore Barry,265
07/28/2018,Brooklyn,Bushwick,137
07/28/2018,Manhattan,Asser Levy,255
07/28/2018,Manhattan,Tony Dapolito,184
07/28/2018,Manhattan,Dry Dock,144
07/28/2018,Manhattan,Hamilton Fish,1294
07/28/2018,Manhattan,Highbridge,1355
07/28/2018,Manhattan,Jackie Robinson,649
07/28/2018,Manhattan,John Jay,619
07/28/2018,Manhattan,Lasker,1583
07/28/2018,Manhattan,Marcus Garvey,418
07/28/2018,Manhattan,Sheltering Arms,299
07/28/2018,Manhattan,Thomas Jefferson,698
07/28/2018,Manhattan,Wagner,317
07/28/2018,Manhattan,Abe Lincoln,22
07/28/2018,Manhattan,Frederick Douglass,64
07/28/2018,Manhattan,Vesuvio,126
07/28/2018,Manhattan,Tompkins Square,83
07/28/2018,Queens,Astoria,2394
07/28/2018,Queens,Fisher,654
07/28/2018,Queens,Liberty,527
07/28/2018,Queens,Totten,483
07/28/2018,Queens,Marie Curie Park,256
07/28/2018,Queens,Astoria Hts PS 10,0
07/28/2018,Queens,PS 186 Playground,180
07/28/2018,Queens,Windmuller,231
07/28/2018,Staten Island,Faber,192
07/28/2018,Staten Island,Lyons,301
07/28/2018,Staten Island,Tottenville,229
07/28/2018,Staten Island,West Brighton,211
07/28/2018,Staten Island,General Douglas,25
07/28/2018,Staten Island,Mariner's Harbor,0
07/28/2018,Staten Island,PS 14 Playground,93
07/28/2018,Staten Island,PS 46 Playground,61
07/29/2018,Bronx,Claremont,351
07/29/2018,Bronx,Edenwald Houses,53
07/29/2018,Bronx,Crotona,859
07/29/2018,Bronx,Floating Pool,585
07/29/2018,Bronx,Haffen,0
07/29/2018,Bronx,Mapes,342
07/29/2018,Bronx,Mullaly,240
07/29/2018,Bronx,Van Cortlandt,1081
07/29/2018,Bronx,Bronx River Playground,80
07/29/2018,Brooklyn,Betsy Head,896
07/29/2018,Brooklyn,PS 20 Playground,170
07/29/2018,Brooklyn,Lindower Park,143
07/29/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/29/2018,Brooklyn,Glenwood Houses,21
07/29/2018,Brooklyn,David Fox/PS 251 Pool,45
07/29/2018,Brooklyn,McCarren Park,372
07/29/2018,Brooklyn,Sunset Park,1616
07/29/2018,Brooklyn,Red Hook,1070
07/29/2018,Brooklyn,Kosciuszko,554
07/29/2018,Brooklyn,Howard,305
07/29/2018,Brooklyn,Douglas and DeGraw,662
07/29/2018,Brooklyn,Commodore Barry,255
07/29/2018,Brooklyn,Bushwick,124
07/29/2018,Manhattan,Asser Levy,392
07/29/2018,Manhattan,Tony Dapolito,229
07/29/2018,Manhattan,Dry Dock,193
07/29/2018,Manhattan,Hamilton Fish,1214
07/29/2018,Manhattan,Highbridge,1531
07/29/2018,Manhattan,Jackie Robinson,828
07/29/2018,Manhattan,John Jay,667
07/29/2018,Manhattan,Lasker,1758
07/29/2018,Manhattan,Marcus Garvey,431
07/29/2018,Manhattan,Sheltering Arms,185
07/29/2018,Manhattan,Thomas Jefferson,857
07/29/2018,Manhattan,Wagner,269
07/29/2018,Manhattan,Abe Lincoln,60
07/29/2018,Manhattan,Frederick Douglass,35
07/29/2018,Manhattan,Vesuvio,117
07/29/2018,Manhattan,Tompkins Square,138
07/29/2018,Queens,Astoria,2852
07/29/2018,Queens,Fisher,534
07/29/2018,Queens,Liberty,210
07/29/2018,Queens,Totten,706
07/29/2018,Queens,Marie Curie Park,243
07/29/2018,Queens,Astoria Hts PS 10,0
07/29/2018,Queens,PS 186 Playground,210
07/29/2018,Queens,Windmuller,289
07/29/2018,Staten Island,Faber,225
07/29/2018,Staten Island,Lyons,352
07/29/2018,Staten Island,Tottenville,256
07/29/2018,Staten Island,West Brighton,245
07/29/2018,Staten Island,General Douglas,21
07/29/2018,Staten Island,Mariner's Harbor,0
07/29/2018,Staten Island,PS 14 Playground,104
07/29/2018,Staten Island,PS 46 Playground,40
07/30/2018,Bronx,Claremont,220
07/30/2018,Bronx,Edenwald Houses,21
07/30/2018,Bronx,Crotona,608
07/30/2018,Bronx,Floating Pool,222
07/30/2018,Bronx,Haffen,205
07/30/2018,Bronx,Mapes,200
07/30/2018,Bronx,Mullaly,205
07/30/2018,Bronx,Van Cortlandt,718
07/30/2018,Bronx,Bronx River Playground,55
07/30/2018,Brooklyn,Betsy Head,974
07/30/2018,Brooklyn,PS 20 Playground,46
07/30/2018,Brooklyn,Lindower Park,65
07/30/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/30/2018,Brooklyn,Glenwood Houses,0
07/30/2018,Brooklyn,David Fox/PS 251 Pool,21
07/30/2018,Brooklyn,McCarren Park,754
07/30/2018,Brooklyn,Sunset Park,1004
07/30/2018,Brooklyn,Red Hook,1600
07/30/2018,Brooklyn,Kosciuszko,432
07/30/2018,Brooklyn,Howard,90
07/30/2018,Brooklyn,Douglas and DeGraw,330
07/30/2018,Brooklyn,Commodore Barry,92
07/30/2018,Brooklyn,Bushwick,11
07/30/2018,Manhattan,Asser Levy,265
07/30/2018,Manhattan,Tony Dapolito,208
07/30/2018,Manhattan,Dry Dock,163
07/30/2018,Manhattan,Hamilton Fish,930
07/30/2018,Manhattan,Highbridge,1354
07/30/2018,Manhattan,Jackie Robinson,299
07/30/2018,Manhattan,John Jay,356
07/30/2018,Manhattan,Lasker,1046
07/30/2018,Manhattan,Marcus Garvey,200
07/30/2018,Manhattan,Sheltering Arms,138
07/30/2018,Manhattan,Thomas Jefferson,182
07/30/2018,Manhattan,Wagner,198
07/30/2018,Manhattan,Abe Lincoln,84
07/30/2018,Manhattan,Frederick Douglass,47
07/30/2018,Manhattan,Vesuvio,25
07/30/2018,Manhattan,Tompkins Square,36
07/30/2018,Queens,Astoria,1232
07/30/2018,Queens,Fisher,295
07/30/2018,Queens,Liberty,169
07/30/2018,Queens,Totten,238
07/30/2018,Queens,Marie Curie Park,78
07/30/2018,Queens,Astoria Hts PS 10,0
07/30/2018,Queens,PS 186 Playground,220
07/30/2018,Queens,Windmuller,150
07/30/2018,Staten Island,Faber,111
07/30/2018,Staten Island,Lyons,151
07/30/2018,Staten Island,Tottenville,105
07/30/2018,Staten Island,West Brighton,150
07/30/2018,Staten Island,General Douglas,0
07/30/2018,Staten Island,Mariner's Harbor,0
07/30/2018,Staten Island,PS 14 Playground,62
07/30/2018,Staten Island,PS 46 Playground,25
07/31/2018,Bronx,Claremont,202
07/31/2018,Bronx,Edenwald Houses,51
07/31/2018,Bronx,Crotona,589
07/31/2018,Bronx,Floating Pool,405
07/31/2018,Bronx,Haffen,236
07/31/2018,Bronx,Mapes,342
07/31/2018,Bronx,Mullaly,230
07/31/2018,Bronx,Van Cortlandt,783
07/31/2018,Bronx,Bronx River Playground,128
07/31/2018,Brooklyn,Betsy Head,1338
07/31/2018,Brooklyn,PS 20 Playground,85
07/31/2018,Brooklyn,Lindower Park,83
07/31/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/31/2018,Brooklyn,Glenwood Houses,15
07/31/2018,Brooklyn,David Fox/PS 251 Pool,56
07/31/2018,Brooklyn,McCarren Park,1129
07/31/2018,Brooklyn,Sunset Park,1073
07/31/2018,Brooklyn,Red Hook,1180
07/31/2018,Brooklyn,Kosciuszko,515
07/31/2018,Brooklyn,Howard,206
07/31/2018,Brooklyn,Douglas and DeGraw,418
07/31/2018,Brooklyn,Commodore Barry,121
07/31/2018,Brooklyn,Bushwick,93
07/31/2018,Manhattan,Asser Levy,243
07/31/2018,Manhattan,Tony Dapolito,271
07/31/2018,Manhattan,Dry Dock,173
07/31/2018,Manhattan,Hamilton Fish,805
07/31/2018,Manhattan,Highbridge,2130
07/31/2018,Manhattan,Jackie Robinson,338
07/31/2018,Manhattan,John Jay,513
07/31/2018,Manhattan,Lasker,1205
07/31/2018,Manhattan,Marcus Garvey,340
07/31/2018,Manhattan,Sheltering Arms,119
07/31/2018,Manhattan,Thomas Jefferson,365
07/31/2018,Manhattan,Wagner,180
07/31/2018,Manhattan,Abe Lincoln,64
07/31/2018,Manhattan,Frederick Douglass,25
07/31/2018,Manhattan,Vesuvio,68
07/31/2018,Manhattan,Tompkins Square,83
07/31/2018,Queens,Astoria,1672
07/31/2018,Queens,Fisher,647
07/31/2018,Queens,Liberty,116
07/31/2018,Queens,Totten,431
07/31/2018,Queens,Marie Curie Park,174
07/31/2018,Queens,Astoria Hts PS 10,0
07/31/2018,Queens,PS 186 Playground,330
07/31/2018,Queens,Windmuller,269
07/31/2018,Staten Island,Faber,173
07/31/2018,Staten Island,Lyons,533
07/31/2018,Staten Island,Tottenville,333
07/31/2018,Staten Island,West Brighton,255
07/31/2018,Staten Island,General Douglas,18
