Date,Borough,Pool,Attendance
07/09/2018,Manhattan,Thomas Jefferson,807
07/09/2018,Manhattan,Wagner,216
07/09/2018,Manhattan,Abe Lincoln,63
07/09/2018,Manhattan,Frederick Douglass,60
07/09/2018,Manhattan,Vesuvio,103
07/09/2018,Manhattan,Tompkins Square,102
07/09/2018,Queens,Astoria,3417
07/09/2018,Queens,Fisher,804
07/09/2018,Queens,Liberty,762
07/09/2018,Queens,Totten,655
07/09/2018,Queens,Marie Curie Park,178
07/09/2018,Queens,Astoria Hts PS 10,0
07/09/2018,Queens,PS 186 Playground,210
07/09/2018,Queens,Windmuller,285
07/09/2018,Staten Island,Faber,255
07/09/2018,Staten Island,Lyons,404
07/09/2018,Staten Island,Tottenville,488
07/09/2018,Staten Island,West Brighton,194
07/09/2018,Staten Island,General Douglas,8
07/09/2018,Staten Island,Mariner's Harbor,0
07/09/2018,Staten Island,PS 14 Playground,63
07/09/2018,Staten Island,PS 46 Playground,48
07/10/2018,Bronx,Claremont,550
07/10/2018,Bronx,Edenwald Houses,56
07/10/2018,Bronx,Crotona,2108
07/10/2018,Bronx,Floating Pool,929
07/10/2018,Bronx,Haffen,550
07/10/2018,Bronx,Mapes,717
07/10/2018,Bronx,Mullaly,603
07/10/2018,Bronx,Van Cortlandt,1376
07/10/2018,Bronx,Bronx River Playground,120
07/10/2018,Brooklyn,Betsy Head,2229
07/10/2018,Brooklyn,PS 20 Playground,0
07/10/2018,Brooklyn,Lindower Park,228
07/10/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/10/2018,Brooklyn,Glenwood Houses,30
07/10/2018,Brooklyn,David Fox/PS 251 Pool,83
07/10/2018,Brooklyn,McCarren Park,3088
07/10/2018,Brooklyn,Sunset Park,2470
07/10/2018,Brooklyn,Red Hook,0
07/10/2018,Brooklyn,Kosciuszko,1187
07/10/2018,Brooklyn,Howard,295
07/10/2018,Brooklyn,Douglas and DeGraw,833
07/10/2018,Brooklyn,Commodore Barry,319
07/10/2018,Brooklyn,Bushwick,251
07/10/2018,Manhattan,Asser Levy,484
07/10/2018,Manhattan,Tony Dapolito,420
07/10/2018,Manhattan,Dry Dock,414
07/10/2018,Manhattan,Hamilton Fish,1779
07/10/2018,Manhattan,Highbridge,2838
07/10/2018,Manhattan,Jackie Robinson,1013
07/10/2018,Manhattan,John Jay,1138
07/10/2018,Manhattan,Lasker,2337
07/10/2018,Manhattan,Marcus Garvey,618
07/10/2018,Manhattan,Sheltering Arms,385
07/10/2018,Manhattan,Thomas Jefferson,975
07/10/2018,Manhattan,Wagner,381
07/10/2018,Manhattan,Abe Lincoln,50
07/10/2018,Manhattan,Frederick Douglass,96
07/10/2018,Manhattan,Vesuvio,72
07/10/2018,Manhattan,Tompkins Square,152
07/10/2018,Queens,Astoria,3277
07/10/2018,Queens,Fisher,653
07/10/2018,Queens,Liberty,705
07/10/2018,Queens,Totten,442
07/10/2018,Queens,Marie Curie Park,291
07/10/2018,Queens,Astoria Hts PS 10,0
07/10/2018,Queens,PS 186 Playground,270
07/10/2018,Queens,Windmuller,310
07/10/2018,Staten Island,Faber,501
07/10/2018,Staten Island,Lyons,566
07/10/2018,Staten Island,Tottenville,487
07/10/2018,Staten Island,West Brighton,92
07/10/2018,Staten Island,General Douglas,27
07/10/2018,Staten Island,Mariner's Harbor,0
07/10/2018,Staten Island,PS 14 Playground,108
07/10/2018,Staten Island,PS 46 Playground,68
07/11/2018,Bronx,Claremont,560
07/11/2018,Bronx,Edenwald Houses,58
07/11/2018,Bronx,Crotona,839
07/11/2018,Bronx,Floating Pool,386
07/11/2018,Bronx,Haffen,420
07/11/2018,Bronx,Mapes,636
07/11/2018,Bronx,Mullaly,300
07/11/2018,Bronx,Van Cortlandt,1168
07/11/2018,Bronx,Bronx River Playground,73
07/11/2018,Brooklyn,Betsy Head,764
07/11/2018,Brooklyn,PS 20 Playground,326
07/11/2018,Brooklyn,Lindower Park,66
07/11/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/11/2018,Brooklyn,Glenwood Houses,31
07/11/2018,Brooklyn,David Fox/PS 251 Pool,53
07/11/2018,Brooklyn,McCarren Park,1680
07/11/2018,Brooklyn,Sunset Park,2494
07/11/2018,Brooklyn,Red Hook,0
07/11/2018,Brooklyn,Kosciuszko,682
07/11/2018,Brooklyn,Howard,360
07/11/2018,Brooklyn,Douglas and DeGraw,496
07/11/2018,Brooklyn,Commodore Barry,153
07/11/2018,Brooklyn,Bushwick,121
07/11/2018,Manhattan,Asser Levy,501
07/11/2018,Manhattan,Tony Dapolito,169
07/11/2018,Manhattan,Dry Dock,223
07/11/2018,Manhattan,Hamilton Fish,1806
07/11/2018,Manhattan,Highbridge,2569
07/12/2018,Brooklyn,Bushwick,93
07/11/2018,Manhattan,Jackie Robinson,750
07/11/2018,Manhattan,John Jay,838
07/11/2018,Manhattan,Lasker,1237
07/11/2018,Manhattan,Marcus Garvey,475
07/11/2018,Manhattan,Sheltering Arms,232
07/11/2018,Manhattan,Thomas Jefferson,944
07/11/2018,Manhattan,Wagner,176
07/11/2018,Manhattan,Abe Lincoln,160
07/11/2018,Manhattan,Frederick Douglass,86
07/11/2018,Manhattan,Vesuvio,84
07/11/2018,Manhattan,Tompkins Square,94
07/11/2018,Queens,Astoria,0
07/11/2018,Queens,Fisher,508
07/11/2018,Queens,Liberty,562
07/11/2018,Queens,Totten,393
07/11/2018,Queens,Marie Curie Park,239
07/11/2018,Queens,Astoria Hts PS 10,0
07/11/2018,Queens,PS 186 Playground,200
07/11/2018,Queens,Windmuller,332
07/11/2018,Staten Island,Faber,289
07/11/2018,Staten Island,Lyons,356
07/11/2018,Staten Island,Tottenville,202
07/11/2018,Staten Island,West Brighton,222
07/11/2018,Staten Island,General Douglas,22
07/11/2018,Staten Island,Mariner's Harbor,0
07/11/2018,Staten Island,PS 14 Playground,117
07/11/2018,Staten Island,PS 46 Playground,38
07/12/2018,Bronx,Claremont,382
07/12/2018,Bronx,Edenwald Houses,42
07/12/2018,Bronx,Crotona,807
07/12/2018,Bronx,Floating Pool,345
07/12/2018,Bronx,Haffen,580
07/12/2018,Bronx,Mapes,465
07/12/2018,Bronx,Mullaly,220
07/12/2018,Bronx,Van Cortlandt,888
07/12/2018,Bronx,Bronx River Playground,88
07/12/2018,Brooklyn,Betsy Head,579
07/12/2018,Brooklyn,PS 20 Playground,75
07/12/2018,Brooklyn,Lindower Park,120
07/12/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/12/2018,Brooklyn,Glenwood Houses,27
07/12/2018,Brooklyn,David Fox/PS 251 Pool,34
07/12/2018,Brooklyn,McCarren Park,3180
07/12/2018,Brooklyn,Sunset Park,1235
07/12/2018,Brooklyn,Red Hook,0
07/12/2018,Brooklyn,Kosciuszko,467
07/12/2018,Brooklyn,Howard,236
07/12/2018,Brooklyn,Douglas and DeGraw,326
07/12/2018,Brooklyn,Commodore Barry,110
07/12/2018,Manhattan,Asser Levy,268
07/12/2018,Manhattan,Tony Dapolito,353
07/12/2018,Manhattan,Dry Dock,318
07/12/2018,Manhattan,Hamilton Fish,1295
07/12/2018,Manhattan,Highbridge,2240
07/12/2018,Manhattan,Jackie Robinson,533
07/12/2018,Manhattan,John Jay,403
07/12/2018,Manhattan,Lasker,1304
07/12/2018,Manhattan,Marcus Garvey,22
07/12/2018,Manhattan,Sheltering Arms,186
07/12/2018,Manhattan,Thomas Jefferson,804
07/12/2018,Manhattan,Wagner,115
07/12/2018,Manhattan,Abe Lincoln,92
07/12/2018,Manhattan,Frederick Douglass,97
07/12/2018,Manhattan,Vesuvio,119
07/12/2018,Manhattan,Tompkins Square,56
07/12/2018,Queens,Astoria,1573
07/12/2018,Queens,Fisher,703
07/12/2018,Queens,Liberty,596
07/12/2018,Queens,Totten,454
07/12/2018,Queens,Marie Curie Park,240
07/12/2018,Queens,Astoria Hts PS 10,0
07/12/2018,Queens,PS 186 Playground,190
07/12/2018,Queens,Windmuller,250
07/12/2018,Staten Island,Faber,277
07/12/2018,Staten Island,Lyons,436
07/12/2018,Staten Island,Tottenville,225
07/12/2018,Staten Island,West Brighton,263
07/12/2018,Staten Island,General Douglas,28
07/12/2018,Staten Island,Mariner's Harbor,0
07/12/2018,Staten Island,PS 14 Playground,112
07/12/2018,Staten Island,PS 46 Playground,63
07/13/2018,Bronx,Claremont,510
07/13/2018,Bronx,Edenwald Houses,50
07/13/2018,Bronx,Crotona,674
07/13/2018,Bronx,Floating Pool,343
07/13/2018,Bronx,Haffen,480
07/13/2018,Bronx,Mapes,495
07/13/2018,Bronx,Mullaly,315
07/13/2018,Bronx,Van Cortlandt,889
07/13/2018,Bronx,Bronx River Playground,59
07/13/2018,Brooklyn,Betsy Head,1062
07/13/2018,Brooklyn,PS 20 Playground,143
07/13/2018,Brooklyn,Lindower Park,98
07/13/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/13/2018,Brooklyn,Glenwood Houses,20
07/13/2018,Brooklyn,David Fox/PS 251 Pool,26
07/13/2018,Brooklyn,McCarren Park,2137
07/13/2018,Brooklyn,Sunset Park,1832
07/13/2018,Brooklyn,Red Hook,1332
07/13/2018,Brooklyn,Kosciuszko,695
07/13/2018,Brooklyn,Howard,266
07/13/2018,Brooklyn,Douglas and DeGraw,554
07/13/2018,Brooklyn,Commodore Barry,226
07/13/2018,Brooklyn,Bushwick,118
07/13/2018,Manhattan,Asser Levy,542
07/13/2018,Manhattan,Tony Dapolito,332
07/13/2018,Manhattan,Dry Dock,246
07/13/2018,Manhattan,Hamilton Fish,1456
07/13/2018,Manhattan,Highbridge,2768
07/13/2018,Manhattan,Jackie Robinson,520
07/13/2018,Manhattan,John Jay,543
07/13/2018,Manhattan,Lasker,1504
07/13/2018,Manhattan,Marcus Garvey,276
07/13/2018,Manhattan,Sheltering Arms,268
07/13/2018,Manhattan,Thomas Jefferson,914
07/13/2018,Manhattan,Wagner,183
07/13/2018,Manhattan,Abe Lincoln,58
07/13/2018,Manhattan,Frederick Douglass,50
07/13/2018,Manhattan,Vesuvio,96
07/13/2018,Manhattan,Tompkins Square,66
07/13/2018,Queens,Astoria,2349
07/13/2018,Queens,Fisher,1024
07/13/2018,Queens,Liberty,700
07/13/2018,Queens,Totten,426
07/13/2018,Queens,Marie Curie Park,177
07/13/2018,Queens,Astoria Hts PS 10,0
07/13/2018,Queens,PS 186 Playground,240
07/13/2018,Queens,Windmuller,377
07/13/2018,Staten Island,Faber,228
07/13/2018,Staten Island,Lyons,358
07/13/2018,Staten Island,Tottenville,297
07/13/2018,Staten Island,West Brighton,340
07/13/2018,Staten Island,General Douglas,32
07/13/2018,Staten Island,Mariner's Harbor,0
07/13/2018,Staten Island,PS 14 Playground,45
07/13/2018,Staten Island,PS 46 Playground,80
07/14/2018,Bronx,Claremont,689
07/14/2018,Bronx,Edenwald Houses,82
07/14/2018,Bronx,Crotona,1091
07/14/2018,Bronx,Floating Pool,837
07/14/2018,Bronx,Haffen,690
07/14/2018,Bronx,Mapes,665
07/14/2018,Bronx,Mullaly,600
07/14/2018,Bronx,Van Cortlandt,1713
07/14/2018,Bronx,Bronx River Playground,72
07/14/2018,Brooklyn,Betsy Head,2358
07/14/2018,Brooklyn,PS 20 Playground,229
07/14/2018,Brooklyn,Lindower Park,116
07/14/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/14/2018,Brooklyn,Glenwood Houses,15
07/14/2018,Brooklyn,David Fox/PS 251 Pool,87
07/14/2018,Brooklyn,McCarren Park,2977
07/14/2018,Brooklyn,Sunset Park,2329
07/14/2018,Brooklyn,Red Hook,1501
07/14/2018,Brooklyn,Kosciuszko,1232
07/14/2018,Brooklyn,Howard,310
07/14/2018,Brooklyn,Douglas and DeGraw,812
07/14/2018,Brooklyn,Commodore Barry,351
07/14/2018,Brooklyn,Bushwick,159
07/14/2018,Manhattan,Asser Levy,451
07/14/2018,Manhattan,Tony Dapolito,300
07/14/2018,Manhattan,Dry Dock,261
07/14/2018,Manhattan,Hamilton Fish,1424
07/14/2018,Manhattan,Highbridge,3062
07/14/2018,Manhattan,Jackie Robinson,1002
07/14/2018,Manhattan,John Jay,1150
07/14/2018,Manhattan,Lasker,2152
07/14/2018,Manhattan,Marcus Garvey,687
07/14/2018,Manhattan,Sheltering Arms,325
07/14/2018,Manhattan,Thomas Jefferson,1444
07/14/2018,Manhattan,Wagner,372
07/14/2018,Manhattan,Abe Lincoln,22
07/14/2018,Manhattan,Frederick Douglass,96
07/14/2018,Manhattan,Vesuvio,219
07/14/2018,Manhattan,Tompkins Square,200
07/14/2018,Queens,Astoria,0
07/14/2018,Queens,Fisher,218
07/14/2018,Queens,Liberty,156
07/14/2018,Queens,Totten,156
07/14/2018,Queens,Marie Curie Park,289
07/14/2018,Queens,Astoria Hts PS 10,0
07/14/2018,Queens,PS 186 Playground,307
07/14/2018,Queens,Windmuller,331
07/14/2018,Staten Island,Faber,465
07/14/2018,Staten Island,Lyons,394
07/14/2018,Staten Island,Tottenville,427
07/14/2018,Staten Island,West Brighton,260
07/14/2018,Staten Island,General Douglas,27
07/14/2018,Staten Island,Mariner's Harbor,0
07/14/2018,Staten Island,PS 14 Playground,69
07/14/2018,Staten Island,PS 46 Playground,66
07/15/2018,Bronx,Claremont,155
07/15/2018,Bronx,Edenwald Houses,36
07/15/2018,Bronx,Crotona,746
07/15/2018,Bronx,Floating Pool,296
07/15/2018,Bronx,Haffen,325
07/15/2018,Bronx,Mapes,296
07/15/2018,Bronx,Mullaly,140
07/15/2018,Bronx,Van Cortlandt,595
07/15/2018,Bronx,Bronx River Playground,56
07/15/2018,Brooklyn,Betsy Head,1110
07/15/2018,Brooklyn,PS 20 Playground,67
07/15/2018,Brooklyn,Lindower Park,23
07/15/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/15/2018,Brooklyn,Glenwood Houses,3
07/15/2018,Brooklyn,David Fox/PS 251 Pool,28
07/15/2018,Brooklyn,McCarren Park,659
07/15/2018,Brooklyn,Sunset Park,0
07/15/2018,Brooklyn,Red Hook,1337
07/15/2018,Brooklyn,Kosciuszko,293
07/15/2018,Brooklyn,Howard,136
07/15/2018,Brooklyn,Douglas and DeGraw,488
07/15/2018,Brooklyn,Commodore Barry,133
07/15/2018,Brooklyn,Bushwick,71
07/15/2018,Manhattan,Asser Levy,125
07/15/2018,Manhattan,Tony Dapolito,139
07/15/2018,Manhattan,Dry Dock,67
07/15/2018,Manhattan,Hamilton Fish,847
07/15/2018,Manhattan,Highbridge,325
07/15/2018,Manhattan,Jackie Robinson,286
07/15/2018,Manhattan,John Jay,336
07/15/2018,Manhattan,Lasker,604
07/15/2018,Manhattan,Marcus Garvey,152
07/15/2018,Manhattan,Sheltering Arms,263
07/15/2018,Manhattan,Thomas Jefferson,334
07/15/2018,Manhattan,Wagner,113
07/15/2018,Manhattan,Abe Lincoln,20
07/15/2018,Manhattan,Frederick Douglass,25
07/15/2018,Manhattan,Vesuvio,49
07/15/2018,Manhattan,Tompkins Square,54
07/15/2018,Queens,Astoria,1130
07/15/2018,Queens,Fisher,0
07/15/2018,Queens,Liberty,156
07/15/2018,Queens,Totten,186
07/15/2018,Queens,Marie Curie Park,110
07/15/2018,Queens,Astoria Hts PS 10,0
07/15/2018,Queens,PS 186 Playground,148
07/15/2018,Queens,Windmuller,155
07/15/2018,Staten Island,Faber,112
07/15/2018,Staten Island,Lyons,220
07/15/2018,Staten Island,Tottenville,71
07/15/2018,Staten Island,West Brighton,136
07/15/2018,Staten Island,General Douglas,4
07/15/2018,Staten Island,Mariner's Harbor,0
07/15/2018,Staten Island,PS 14 Playground,22
07/15/2018,Staten Island,PS 46 Playground,8
07/16/2018,Bronx,Claremont,575
07/16/2018,Bronx,Edenwald Houses,55
07/16/2018,Bronx,Crotona,1600
07/16/2018,Bronx,Floating Pool,600
07/16/2018,Bronx,Haffen,580
07/16/2018,Bronx,Mapes,679
07/16/2018,Bronx,Mullaly,549
07/16/2018,Bronx,Van Cortlandt,1624
07/16/2018,Bronx,Bronx River Playground,106
07/16/2018,Brooklyn,Betsy Head,2876
07/16/2018,Brooklyn,PS 20 Playground,123
07/16/2018,Brooklyn,Lindower Park,113
07/16/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/16/2018,Brooklyn,Glenwood Houses,23
07/16/2018,Brooklyn,David Fox/PS 251 Pool,44
07/16/2018,Brooklyn,McCarren Park,2681
07/16/2018,Brooklyn,Sunset Park,1845
07/16/2018,Brooklyn,Red Hook,1800
07/16/2018,Brooklyn,Kosciuszko,1317
07/16/2018,Brooklyn,Howard,304
07/16/2018,Brooklyn,Douglas and DeGraw,683
07/16/2018,Brooklyn,Commodore Barry,273
07/16/2018,Brooklyn,Bushwick,170
07/16/2018,Manhattan,Asser Levy,696
07/16/2018,Manhattan,Tony Dapolito,350
07/16/2018,Manhattan,Dry Dock,294
07/16/2018,Manhattan,Hamilton Fish,2059
07/16/2018,Manhattan,Highbridge,2563
07/16/2018,Manhattan,Jackie Robinson,747
07/16/2018,Manhattan,John Jay,729
07/16/2018,Manhattan,Lasker,1801
07/16/2018,Manhattan,Marcus Garvey,616
07/16/2018,Manhattan,Sheltering Arms,451
07/16/2018,Manhattan,Thomas Jefferson,868
07/16/2018,Manhattan,Wagner,285
07/16/2018,Manhattan,Abe Lincoln,97
07/16/2018,Manhattan,Frederick Douglass,45
07/16/2018,Manhattan,Vesuvio,58
07/16/2018,Manhattan,Tompkins Square,96
07/16/2018,Queens,Astoria,3314
07/16/2018,Queens,Fisher,780
07/16/2018,Queens,Liberty,764
07/16/2018,Queens,Totten,509
07/16/2018,Queens,Marie Curie Park,187
07/16/2018,Queens,Astoria Hts PS 10,0
07/16/2018,Queens,PS 186 Playground,220
07/16/2018,Queens,Windmuller,331
07/16/2018,Staten Island,Faber,336
07/16/2018,Staten Island,Lyons,594
07/16/2018,Staten Island,Tottenville,287
07/16/2018,Staten Island,West Brighton,253
07/16/2018,Staten Island,General Douglas,36
07/16/2018,Staten Island,Mariner's Harbor,0
07/16/2018,Staten Island,PS 14 Playground,115
07/16/2018,Staten Island,PS 46 Playground,115
07/17/2018,Bronx,Claremont,145
07/17/2018,Bronx,Edenwald Houses,27
07/17/2018,Bronx,Crotona,279
07/17/2018,Bronx,Floating Pool,145
07/17/2018,Bronx,Haffen,120
07/17/2018,Bronx,Mapes,103
07/17/2018,Bronx,Mullaly,109
07/17/2018,Bronx,Van Cortlandt,345
07/17/2018,Bronx,Bronx River Playground,25
07/17/2018,Brooklyn,Betsy Head,1267
07/17/2018,Brooklyn,PS 20 Playground,23
07/17/2018,Brooklyn,Lindower Park,48
07/17/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/17/2018,Brooklyn,Glenwood Houses,6
07/17/2018,Brooklyn,David Fox/PS 251 Pool,11
07/17/2018,Brooklyn,McCarren Park,0
07/17/2018,Brooklyn,Sunset Park,660
07/17/2018,Brooklyn,Red Hook,0
07/17/2018,Brooklyn,Kosciuszko,279
07/17/2018,Brooklyn,Howard,169
07/17/2018,Brooklyn,Douglas and DeGraw,241
07/17/2018,Brooklyn,Commodore Barry,70
07/17/2018,Brooklyn,Bushwick,0
07/17/2018,Manhattan,Asser Levy,270
07/17/2018,Manhattan,Tony Dapolito,150
07/17/2018,Manhattan,Dry Dock,145
07/17/2018,Manhattan,Hamilton Fish,748
07/17/2018,Manhattan,Highbridge,721
07/17/2018,Manhattan,Jackie Robinson,328
07/17/2018,Manhattan,John Jay,183
07/17/2018,Manhattan,Lasker,611
07/17/2018,Manhattan,Marcus Garvey,302
07/17/2018,Manhattan,Sheltering Arms,150
07/17/2018,Manhattan,Thomas Jefferson,331
07/17/2018,Manhattan,Wagner,24
07/17/2018,Manhattan,Abe Lincoln,12
07/17/2018,Manhattan,Frederick Douglass,25
07/17/2018,Manhattan,Vesuvio,40
07/17/2018,Manhattan,Tompkins Square,53
07/17/2018,Queens,Astoria,1083
07/17/2018,Queens,Fisher,412
07/17/2018,Queens,Liberty,259
07/17/2018,Queens,Totten,144
07/17/2018,Queens,Marie Curie Park,51
07/17/2018,Queens,Astoria Hts PS 10,0
07/17/2018,Queens,PS 186 Playground,120
07/17/2018,Queens,Windmuller,66
07/17/2018,Staten Island,Faber,146
07/17/2018,Staten Island,Lyons,374
07/17/2018,Staten Island,Tottenville,192
07/17/2018,Staten Island,West Brighton,86
07/17/2018,Staten Island,General Douglas,12
07/17/2018,Staten Island,Mariner's Harbor,0
07/17/2018,Staten Island,PS 14 Playground,10
07/17/2018,Staten Island,PS 46 Playground,23
07/18/2018,Bronx,Claremont,300
07/18/2018,Bronx,Edenwald Houses,73
07/18/2018,Bronx,Crotona,782
07/18/2018,Bronx,Floating Pool,555
07/18/2018,Bronx,Haffen,405
07/18/2018,Bronx,Mapes,435
07/18/2018,Bronx,Mullaly,542
07/18/2018,Bronx,Van Cortlandt,1051
07/18/2018,Bronx,Bronx River Playground,73
07/18/2018,Brooklyn,Betsy Head,972
07/18/2018,Brooklyn,PS 20 Playground,99
07/18/2018,Brooklyn,Lindower Park,107
07/18/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/18/2018,Brooklyn,Glenwood Houses,15
07/18/2018,Brooklyn,David Fox/PS 251 Pool,39
07/18/2018,Brooklyn,McCarren Park,2009
07/18/2018,Brooklyn,Sunset Park,1539
07/18/2018,Brooklyn,Red Hook,1950
07/18/2018,Brooklyn,Kosciuszko,887
07/18/2018,Brooklyn,Howard,210
07/18/2018,Brooklyn,Douglas and DeGraw,651
07/18/2018,Brooklyn,Commodore Barry,232
07/18/2018,Brooklyn,Bushwick,65
07/18/2018,Manhattan,Asser Levy,478
07/18/2018,Manhattan,Tony Dapolito,338
07/18/2018,Manhattan,Dry Dock,232
07/18/2018,Manhattan,Hamilton Fish,1521
07/18/2018,Manhattan,Highbridge,2528
07/18/2018,Manhattan,Jackie Robinson,747
07/18/2018,Manhattan,John Jay,641
07/18/2018,Manhattan,Lasker,1692
07/18/2018,Manhattan,Marcus Garvey,372
07/18/2018,Manhattan,Sheltering Arms,331
07/18/2018,Manhattan,Thomas Jefferson,751
07/18/2018,Manhattan,Wagner,196
07/18/2018,Manhattan,Abe Lincoln,48
07/18/2018,Manhattan,Frederick Douglass,74
07/18/2018,Manhattan,Vesuvio,95
07/18/2018,Manhattan,Tompkins Square,78
07/18/2018,Queens,Astoria,2313
07/18/2018,Queens,Fisher,707
07/18/2018,Queens,Liberty,744
07/18/2018,Queens,Totten,432
07/18/2018,Queens,Marie Curie Park,329
07/18/2018,Queens,Astoria Hts PS 10,0
07/18/2018,Queens,PS 186 Playground,250
07/18/2018,Queens,Windmuller,265
07/18/2018,Staten Island,Faber,301
07/18/2018,Staten Island,Lyons,391
07/18/2018,Staten Island,Tottenville,236
07/18/2018,Staten Island,West Brighton,244
07/18/2018,Staten Island,General Douglas,10
07/18/2018,Staten Island,Mariner's Harbor,0
07/18/2018,Staten Island,PS 14 Playground,125
07/18/2018,Staten Island,PS 46 Playground,53
07/19/2018,Bronx,Claremont,393
07/19/2018,Bronx,Edenwald Houses,61
07/19/2018,Bronx,Crotona,773
07/19/2018,Bronx,Floating Pool,408
07/19/2018,Bronx,Haffen,550
07/19/2018,Bronx,Mapes,405
07/19/2018,Bronx,Mullaly,345
07/19/2018,Bronx,Van Cortlandt,922
07/19/2018,Bronx,Bronx River Playground,69
07/19/2018,Brooklyn,Betsy Head,728
07/19/2018,Brooklyn,PS 20 Playground,48
07/19/2018,Brooklyn,Lindower Park,107
07/19/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/19/2018,Brooklyn,Glenwood Houses,51
07/19/2018,Brooklyn,David Fox/PS 251 Pool,44
07/19/2018,Brooklyn,McCarren Park,1870
07/19/2018,Brooklyn,Sunset Park,886
07/19/2018,Brooklyn,Red Hook,0
07/19/2018,Brooklyn,Kosciuszko,0
07/19/2018,Brooklyn,Howard,314
07/19/2018,Brooklyn,Douglas and DeGraw,488
07/19/2018,Brooklyn,Commodore Barry,172
07/19/2018,Brooklyn,Bushwick,86
07/19/2018,Manhattan,Asser Levy,406
07/19/2018,Manhattan,Tony Dapolito,306
07/19/2018,Manhattan,Dry Dock,283
07/19/2018,Manhattan,Hamilton Fish,1650
07/19/2018,Manhattan,Highbridge,2025
07/19/2018,Manhattan,Jackie Robinson,731
07/19/2018,Manhattan,John Jay,479
07/19/2018,Manhattan,Lasker,1484
07/19/2018,Manhattan,Marcus Garvey,221
07/19/2018,Manhattan,Sheltering Arms,212
07/19/2018,Manhattan,Thomas Jefferson,755
07/19/2018,Manhattan,Wagner,186
07/19/2018,Manhattan,Abe Lincoln,94
07/19/2018,Manhattan,Frederick Douglass,66
07/19/2018,Manhattan,Vesuvio,56
07/19/2018,Manhattan,Tompkins Square,93
07/19/2018,Queens,Astoria,2302
07/19/2018,Queens,Fisher,656
07/19/2018,Queens,Liberty,680
07/19/2018,Queens,Totten,365
07/19/2018,Queens,Marie Curie Park,210
07/19/2018,Queens,Astoria Hts PS 10,0
07/19/2018,Queens,PS 186 Playground,230
07/19/2018,Queens,Windmuller,264
07/19/2018,Staten Island,Faber,363
07/19/2018,Staten Island,Lyons,563
07/19/2018,Staten Island,Tottenville,227
07/19/2018,Staten Island,West Brighton,439
07/19/2018,Staten Island,General Douglas,27
07/19/2018,Staten Island,Mariner's Harbor,0
07/19/2018,Staten Island,PS 14 Playground,106
07/19/2018,Staten Island,PS 46 Playground,70
07/20/2018,Bronx,Claremont,415
07/20/2018,Bronx,Edenwald Houses,107
07/20/2018,Bronx,Crotona,1034
07/20/2018,Bronx,Floating Pool,553
07/20/2018,Bronx,Haffen,454
07/20/2018,Bronx,Mapes,412
07/20/2018,Bronx,Mullaly,350
07/20/2018,Bronx,Van Cortlandt,634
07/20/2018,Bronx,Bronx River Playground,56
07/20/2018,Brooklyn,Betsy Head,986
07/20/2018,Brooklyn,PS 20 Playground,122
07/20/2018,Brooklyn,Lindower Park,93
07/20/2018,Brooklyn,JHS 57/HS 26 Pool,0
07/20/2018,Brooklyn,Glenwood Houses,20
07/20/2018,Brooklyn,David Fox/PS 251 Pool,62
07/20/2018,Brooklyn,McCarren Park,2277
07/20/2018,Brooklyn,Sunset Park,0
07/20/2018,Brooklyn,Red Hook,1621
07/20/2018,Brooklyn,Kosciuszko,792
07/20/2018,Brooklyn,Howard,421
07/20/2018,Brooklyn,Douglas and DeGraw,591
07/20/2018,Brooklyn,Commodore Barry,178
07/20/2018,Brooklyn,Bushwick,121
07/20/2018,Manhattan,Asser Levy,428
07/20/2018,Manhattan,Tony Dapolito,420
07/20/2018,Manhattan,Dry Dock,182
07/20/2018,Manhattan,Hamilton Fish,1455
07/20/2018,Manhattan,Highbridge,2666
07/20/2018,Manhattan,Jackie Robinson,574
07/20/2018,Manhattan,John Jay,710
07/20/2018,Manhattan,Lasker,1312
07/20/2018,Manhattan,Marcus Garvey,478
07/20/2018,Manhattan,Sheltering Arms,233
07/20/2018,Manhattan,Thomas Jefferson,789
07/20/2018,Manhattan,Wagner,204
07/20/2018,Manhattan,Abe Lincoln,58
07/20/2018,Manhattan,Frederick Douglass,64
07/20/2018,Manhattan,Vesuvio,79
07/20/2018,Manhattan,Tompkins Square,86
07/20/2018,Queens,Astoria,2149
07/20/2018,Queens,Fisher,593
07/20/2018,Queens,Liberty,591
07/20/2018,Queens,Totten,0
07/20/2018,Queens,Marie Curie Park,137
07/20/2018,Queens,Astoria Hts PS 10,0
07/20/2018,Queens,PS 186 Playground,250
07/20/2018,Queens,Windmuller,228
07/20/2018,Staten Island,Faber,241
07/20/2018,Staten Island,Lyons,459
07/20/2018,Staten Island,Tottenville,341
07/20/2018,Staten Island,West Brighton,248
07/20/2018,Staten Island,General Douglas,25
07/20/2018,Staten Island,Mariner's Harbor,0
