Day,Borough,Swimming Pool,Program Type,Male Registration,Female Registration,Total Registration,Male Attendance,Female Attendance,Total Attendance
08/30/2019,Staten Island,Lyons,Night Owl,0,0,0,3,14,17
08/30/2019,Queens,Astoria,Night Owl,0,0,0,10,19,29
08/30/2019,Bronx,Crotona,Night Owl,0,0,0,1,1,2
08/30/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,7,17,24
08/30/2019,Brooklyn,Sunset,Night Owl,0,0,0,18,9,27
08/30/2019,Brooklyn,Red Hook,Night Owl,0,0,0,13,12,25
08/30/2019,Brooklyn,McCarren,Night Owl,0,0,0,42,38,80
08/30/2019,Manhattan,Tony Dapolito,Night Owl,0,0,0,1,2,3
08/30/2019,Manhattan,Marcus Garvey,Night Owl,0,1,1,5,17,22
08/30/2019,Manhattan,Asser Levy,Night Owl,0,0,0,9,4,13
08/30/2019,Manhattan,Lasker,Night Owl,0,0,0,10,15,25
08/30/2019,Manhattan,John Jay,Night Owl,0,0,0,30,26,56
08/30/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,14,12,26
08/29/2019,Staten Island,Lyons,Night Owl,0,0,0,5,4,9
08/29/2019,Queens,Astoria,Night Owl,1,0,1,12,16,28
08/29/2019,Bronx,Crotona,Night Owl,0,0,0,1,0,1
08/29/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,6,16,22
08/29/2019,Brooklyn,Sunset,Night Owl,0,2,2,13,15,28
08/29/2019,Brooklyn,Red Hook,Night Owl,1,3,4,12,12,24
08/29/2019,Brooklyn,McCarren,Night Owl,0,2,2,45,46,91
08/29/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,3,7,10
08/29/2019,Manhattan,Marcus Garvey,Night Owl,0,2,2,7,11,18
08/29/2019,Manhattan,Asser Levy,Night Owl,0,1,1,19,14,33
08/29/2019,Manhattan,Lasker,Night Owl,0,2,2,17,21,38
08/29/2019,Manhattan,John Jay,Night Owl,3,2,5,22,26,48
08/29/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,10,12,22
08/28/2019,Staten Island,Lyons,Night Owl,0,0,0,2,0,2
08/28/2019,Queens,Astoria,Night Owl,0,1,1,3,7,10
08/28/2019,Bronx,Crotona,Night Owl,0,0,0,0,1,1
08/28/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,3,5,8
08/28/2019,Brooklyn,Sunset,Night Owl,0,0,0,10,3,13
08/28/2019,Brooklyn,Red Hook,Night Owl,0,1,1,2,4,6
08/28/2019,Brooklyn,McCarren,Night Owl,1,1,2,19,12,31
08/28/2019,Manhattan,Tony Dapolito,Night Owl,0,0,0,4,2,6
08/28/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,3,1,4
08/28/2019,Manhattan,Asser Levy,Night Owl,0,0,0,6,6,12
08/28/2019,Manhattan,Lasker,Night Owl,0,0,0,9,7,16
08/28/2019,Manhattan,John Jay,Night Owl,3,2,5,12,6,18
08/28/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,3,4,7
08/27/2019,Staten Island,Lyons,Night Owl,0,0,0,3,4,7
08/27/2019,Queens,Astoria,Night Owl,1,2,3,20,16,36
08/27/2019,Bronx,Crotona,Night Owl,0,0,0,0,1,1
08/27/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,4,3,7
08/27/2019,Brooklyn,Red Hook,Night Owl,0,2,2,7,9,16
08/27/2019,Brooklyn,Red Hook,Night Owl,0,4,4,8,9,17
08/27/2019,Brooklyn,McCarren,Night Owl,0,0,0,19,30,49
08/27/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,4,5,9
08/27/2019,Manhattan,Marcus Garvey,Night Owl,0,1,1,4,5,9
08/27/2019,Manhattan,Asser Levy,Night Owl,3,0,3,9,6,15
08/27/2019,Manhattan,Lasker,Night Owl,0,2,2,9,13,22
08/27/2019,Manhattan,John Jay,Night Owl,1,0,1,21,13,34
08/27/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,17,5,22
08/26/2019,Staten Island,Lyons,Night Owl,0,0,0,3,6,9
08/26/2019,Queens,Astoria,Night Owl,4,0,4,31,18,49
08/26/2019,Bronx,Crotona,Night Owl,0,1,1,0,1,1
08/26/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,6,8,14
08/26/2019,Brooklyn,Sunset,Night Owl,2,3,5,20,16,36
08/26/2019,Brooklyn,Red Hook,Night Owl,0,1,1,13,11,24
08/23/2019,Brooklyn,McCarren,Night Owl,2,1,3,34,28,62
08/26/2019,Manhattan,Tony Dapolito,Night Owl,1,0,1,4,4,8
08/26/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,5,7,12
08/26/2019,Manhattan,Asser Levy,Night Owl,0,0,0,11,9,20
08/26/2019,Manhattan,Lasker,Night Owl,0,0,0,12,9,21
08/26/2019,Manhattan,John Jay,Night Owl,3,0,3,17,17,34
08/26/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,30,15,45
08/23/2019,Staten Island,Lyons,Night Owl,0,1,1,2,8,10
08/23/2019,Queens,Astoria,Night Owl,0,2,2,22,15,37
08/23/2019,Bronx,Crotona,Night Owl,0,0,0,2,1,3
08/23/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,9,9,18
08/23/2019,Brooklyn,Sunset,Night Owl,0,0,0,19,7,26
08/23/2019,Brooklyn,Red Hook,Night Owl,0,1,1,10,4,14
08/23/2019,Brooklyn,McCarren,Night Owl,1,2,3,31,19,50
08/23/2019,Manhattan,Tony Dapolito,Night Owl,0,0,0,3,3,6
08/23/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,4,4,8
08/23/2019,Manhattan,Asser Levy,Night Owl,2,0,2,10,9,19
08/23/2019,Manhattan,Lasker,Night Owl,2,5,7,16,14,30
08/23/2019,Manhattan,John Jay,Night Owl,2,3,5,20,18,38
08/23/2019,Manhattan,Hamilton Fish,Night Owl,1,1,2,14,15,29
08/22/2019,Staten Island,Lyons,Night Owl,2,3,5,6,12,18
08/22/2019,Queens,Astoria,Night Owl,1,1,2,28,33,61
08/22/2019,Bronx,Crotona,Night Owl,0,0,0,2,2,4
08/22/2019,Bronx,Van Cortlandt,Night Owl,1,1,2,9,15,24
08/22/2019,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
08/22/2019,Brooklyn,Red Hook,Night Owl,1,3,4,12,16,28
08/22/2019,Brooklyn,McCarren,Night Owl,7,8,15,57,60,117
08/22/2019,Manhattan,Tony Dapolito,Night Owl,0,2,2,4,7,11
08/22/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
08/22/2019,Manhattan,Asser Levy,Night Owl,0,1,1,12,18,30
08/22/2019,Manhattan,Lasker,Night Owl,4,7,11,22,31,53
08/22/2019,Manhattan,John Jay,Night Owl,4,8,12,36,40,76
08/22/2019,Manhattan,Hamilton Fish,Night Owl,8,7,15,30,34,64
08/21/2019,Staten Island,Lyons,Night Owl,0,1,1,1,12,13
08/21/2019,Queens,Astoria,Night Owl,3,1,4,20,23,43
08/21/2019,Bronx,Crotona,Night Owl,0,0,0,1,0,1
08/21/2019,Bronx,Van Cortlandt,Night Owl,1,1,2,9,12,21
08/21/2019,Brooklyn,Sunset,Night Owl,0,0,0,18,1,19
08/21/2019,Brooklyn,Red Hook,Night Owl,2,0,2,12,10,22
08/21/2019,Brooklyn,McCarren,Night Owl,0,3,3,32,28,60
08/21/2019,Manhattan,Tony Dapolito,Night Owl,0,0,0,3,9,12
08/21/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,4,7,11
08/21/2019,Manhattan,Asser Levy,Night Owl,0,0,0,14,9,23
08/21/2019,Manhattan,Lasker,Night Owl,3,6,9,18,24,42
08/21/2019,Manhattan,John Jay,Night Owl,4,4,8,24,26,50
08/21/2019,Manhattan,Hamilton Fish,Night Owl,0,2,2,17,18,35
08/20/2019,Staten Island,Lyons,Night Owl,0,5,5,2,18,20
08/20/2019,Queens,Astoria,Night Owl,8,9,17,54,40,94
08/20/2019,Bronx,Crotona,Night Owl,0,0,0,3,2,5
08/20/2019,Bronx,Van Cortlandt,Night Owl,0,1,1,11,11,22
08/20/2019,Brooklyn,Sunset,Night Owl,2,5,7,19,16,35
08/20/2019,Brooklyn,Red Hook,Night Owl,2,5,7,19,16,35
08/20/2019,Brooklyn,McCarren,Night Owl,5,7,12,60,51,111
08/20/2019,Manhattan,Tony Dapolito,Night Owl,1,2,3,10,12,22
08/20/2019,Manhattan,Marcus Garvey,Night Owl,1,0,1,9,11,20
08/20/2010,Manhattan,Marcus Garvey,Night Owl,1,0,1,9,11,20
08/20/2019,Manhattan,Asser Levy,Night Owl,3,6,9,16,21,37
08/20/2019,Manhattan,Lasker,Night Owl,0,7,7,22,35,57
08/20/2019,Manhattan,John Jay,Night Owl,4,7,11,30,37,67
08/20/2019,Manhattan,Hamilton Fish,Night Owl,6,4,10,43,30,73
08/19/2019,Staten Island,Crotona,Night Owl,0,0,0,7,12,19
08/19/2019,Queens,Astoria,Night Owl,4,8,12,43,37,80
08/19/2019,Bronx,Crotona,Night Owl,0,1,1,2,2,4
08/19/2019,Bronx,Van Cortlandt,Night Owl,1,1,2,8,16,24
08/19/2019,Brooklyn,Sunset,Night Owl,4,1,5,30,17,47
08/19/2019,Brooklyn,Red Hook,Night Owl,1,8,9,14,20,34
08/19/2019,Brooklyn,McCarren,Night Owl,11,11,22,68,72,140
08/19/2019,Manhattan,Tony Dapolito,Night Owl,1,1,2,7,14,21
08/19/2019,Manhattan,Marcus Garvey,Night Owl,0,2,2,7,11,18
08/19/2019,Manhattan,Asser Levy,Night Owl,2,4,6,17,20,37
08/19/2019,Manhattan,Lasker,Night Owl,2,3,5,29,25,54
08/19/2019,Manhattan,John Jay,Night Owl,5,8,13,35,33,68
08/19/2019,Manhattan,Hamilton Fish,Night Owl,7,4,11,34,40,74
08/16/2019,Staten Island,Lyons,Night Owl,0,0,0,4,12,16
08/16/2019,Queens,Astoria,Night Owl,6,32,38,30,,30
08/16/2019,Bronx,Crotona,Night Owl,0,0,0,1,1,2
08/16/2019,Bronx,Van Cortlandt,Night Owl,2,1,3,12,13,25
08/16/2019,Brooklyn,Sunset,Night Owl,0,0,0,14,10,24
08/16/2019,Brooklyn,Red Hook,Night Owl,1,0,1,19,13,32
08/16/2019,Brooklyn,McCarren,Night Owl,1,4,5,46,36,82
08/16/2019,Manhattan,Tony Dapolito,Night Owl,1,0,1,9,6,15
08/16/2019,Manhattan,Marcus Garvey,Night Owl,1,4,5,6,12,18
08/16/2019,Manhattan,Asser Levy,Night Owl,2,0,2,16,10,26
08/16/2019,Manhattan,Lasker,Night Owl,5,2,7,13,19,32
08/16/2019,Manhattan,John Jay,Night Owl,2,0,2,32,30,62
08/16/2019,Manhattan,Hamilton Fish,Night Owl,3,0,3,30,21,51
08/15/2019,Staten Island,Lyons,Night Owl,0,0,0,3,7,10
08/15/2019,Queens,Astoria,Night Owl,7,8,15,35,36,71
08/15/2019,Bronx,Crotona,Night Owl,0,0,0,4,2,6
08/15/2019,Bronx,Van Cortlandt,Night Owl,0,1,1,10,36,46
08/15/2019,Brooklyn,Sunset,Night Owl,4,0,4,18,27,45
08/15/2019,Brooklyn,Red Hook,Night Owl,0,0,0,12,0,12
08/15/2019,Brooklyn,McCarren,Night Owl,9,10,19,35,50,85
08/15/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,5,7,12
08/15/2019,Manhattan,Marcus Garvey,Night Owl,2,2,4,11,12,23
08/15/2019,Manhattan,Lasker,Night Owl,0,4,4,15,28,43
08/15/2019,Manhattan,John Jay,Night Owl,6,8,14,25,23,48
08/15/2019,Manhattan,Hamilton Fish,Night Owl,7,3,10,22,39,61
08/14/2019,Staten Island,Lyons,Night Owl,0,0,0,3,3,6
08/14/2019,Queens,Astoria,Night Owl,2,2,4,35,28,63
08/14/2019,Bronx,Crotona,Night Owl,0,0,0,4,0,4
08/14/2019,Bronx,Van Cortlandt,Night Owl,2,0,2,10,4,14
08/14/2019,Brooklyn,Sunset,Night Owl,0,1,1,18,5,23
08/14/2019,Brooklyn,Red Hook,Night Owl,0,12,12,8,,8
08/14/2019,Brooklyn,McCarren,Night Owl,3,8,11,35,40,75
08/14/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,5,5,10
08/14/2019,Manhattan,Marcus Garvey,Night Owl,1,2,3,8,12,20
08/14/2019,Manhattan,Asser Levy,Night Owl,2,0,2,11,11,22
08/14/2019,Manhattan,Lasker,Night Owl,3,2,5,15,17,32
08/14/2019,Manhattan,John Jay,Night Owl,5,1,6,25,19,44
08/14/2019,Manhattan,Hamilton Fish,Night Owl,2,4,6,22,14,36
08/13/2019,Staten Island,Lyons,Early Bird,0,0,0,4,3,7
08/13/2019,Queens,Astoria,Night Owl,4,1,5,24,12,36
08/13/2019,Bronx,Crotona,Night Owl,0,0,0,4,1,5
08/13/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,6,7,13
08/13/2019,Brooklyn,Sunset,Night Owl,0,0,0,16,12,28
08/13/2019,Brooklyn,Red Hook,Night Owl,1,1,2,10,8,18
08/13/2019,Brooklyn,McCarren,Night Owl,5,4,9,44,26,70
08/13/2019,Manhattan,Tony Dapolito,Night Owl,2,0,2,13,5,18
08/13/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,1,5,6
08/13/2019,Manhattan,Asser Levy,Night Owl,1,2,3,7,11,18
08/13/2019,Manhattan,Lasker,Night Owl,3,5,8,16,18,34
08/13/2019,Manhattan,John Jay,Night Owl,2,3,5,22,17,39
08/13/2019,Manhattan,Hamilton Fish,Night Owl,5,0,5,22,17,39
08/12/2019,Staten Island,Lyons,Night Owl,0,1,1,12,15,27
08/12/2019,Queens,Astoria,Night Owl,10,10,20,43,37,80
08/12/2019,Bronx,Crotona,Night Owl,0,0,0,2,2,4
08/12/2019,Bronx,Van Cortlandt,Night Owl,1,2,3,9,20,29
08/12/2019,Brooklyn,Sunset,Night Owl,1,4,5,24,27,51
08/12/2019,Brooklyn,Red Hook,Night Owl,4,3,7,22,15,37
08/12/2019,Brooklyn,McCarren,Night Owl,9,11,20,75,85,160
08/12/2019,Manhattan,Tony Dapolito,Night Owl,2,1,3,9,12,21
08/12/2019,Manhattan,Marcus Garvey,Night Owl,3,2,5,8,12,20
08/12/2019,Manhattan,Asser Levy,Night Owl,2,1,3,18,14,32
08/12/2019,Manhattan,Lasker,Night Owl,9,9,18,35,41,76
08/12/2019,Manhattan,John Jay,Night Owl,3,4,7,41,40,81
08/12/2019,Manhattan,Hamilton Fish,Night Owl,1,9,10,39,31,70
08/09/2019,Staten Island,Lyons,Night Owl,0,0,0,6,5,11
08/09/2019,Queens,Astoria,Night Owl,5,4,9,35,35,70
08/09/2019,Bronx,Crotona,Night Owl,0,0,0,2,1,3
08/09/2019,Bronx,Van Cortlandt,Night Owl,1,1,2,19,14,33
08/09/2019,Brooklyn,Sunset,Night Owl,7,5,12,28,19,47
08/09/2019,Brooklyn,Red Hook,Night Owl,0,0,0,0,0,0
08/09/2019,Brooklyn,McCarren,Night Owl,4,10,14,35,37,72
08/09/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,8,7,15
08/09/2019,Manhattan,Marcus Garvey,Night Owl,1,0,1,9,9,18
08/09/2019,Manhattan,Asser Levy,Night Owl,1,1,2,6,9,15
08/09/2019,Manhattan,Lasker,Night Owl,0,2,2,23,27,50
08/09/2019,Manhattan,John Jay,Night Owl,4,5,9,30,31,61
08/09/2019,Manhattan,Hamilton Fish,Night Owl,2,3,5,21,20,41
08/08/2019,Staten Island,Lyons,Night Owl,0,0,0,7,16,23
08/08/2019,Queens,Astoria,Night Owl,6,5,11,37,37,74
08/08/2019,Bronx,Crotona,Night Owl,0,0,0,3,1,4
08/08/2019,Bronx,Van Cortlandt,Night Owl,5,3,8,10,23,33
08/08/2019,Brooklyn,Sunset,Night Owl,1,1,2,22,21,43
08/08/2019,Brooklyn,Red Hook,Night Owl,2,2,4,18,17,35
08/08/2019,Brooklyn,McCarren,Night Owl,4,9,13,49,51,100
08/08/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,12,8,20
08/08/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,9,14,23
08/08/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,9,14,23
08/08/2019,Manhattan,Asser Levy,Night Owl,2,1,3,15,13,28
08/08/2019,Manhattan,Lasker,Night Owl,3,1,4,26,27,53
08/08/2019,Manhattan,John Jay,Night Owl,3,6,9,27,38,65
08/08/2019,Manhattan,Hamilton Fish,Night Owl,9,5,14,42,22,64
08/07/2019,Staten Island,Lyons,Night Owl,0,0,0,0,0,0
08/07/2019,Queens,Astoria,Night Owl,0,0,0,0,0,0
08/07/2019,Bronx,Crotona,Night Owl,0,0,0,0,0,0
08/07/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,0,0,0
08/07/2019,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
08/07/2019,Brooklyn,Red Hook,Night Owl,0,0,0,0,0,0
08/07/2019,Brooklyn,McCarren,Night Owl,0,0,0,0,0,0
08/07/2019,Manhattan,Tony Dapolito,Night Owl,1,0,1,1,0,1
08/07/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
08/07/2019,Manhattan,Asser Levy,Night Owl,0,0,0,1,1,2
08/07/2019,Manhattan,Lasker,Night Owl,0,0,0,0,0,0
08/07/2019,Manhattan,John Jay,Night Owl,0,0,0,0,0,0
08/07/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,0,0,0
08/06/2019,Staten Island,Crotona,Night Owl,0,2,2,6,17,23
08/06/2019,Queens,Astoria,Night Owl,10,4,14,45,34,79
08/06/2019,Bronx,Crotona,Night Owl,1,2,3,5,4,9
08/06/2019,Bronx,Van Cortlandt,Night Owl,1,2,3,10,16,26
08/06/2019,Brooklyn,Sunset,Night Owl,3,4,7,33,21,54
08/06/2019,Brooklyn,Red Hook,Night Owl,0,0,0,0,0,0
08/06/2019,Brooklyn,McCarren,Night Owl,11,6,17,66,46,112
08/06/2019,Manhattan,Tony Dapolito,Night Owl,4,1,5,10,14,24
08/06/2019,Manhattan,Marcus Garvey,Night Owl,2,3,5,9,15,24
08/06/2019,Manhattan,Asser Levy,Night Owl,2,2,4,16,19,35
08/06/2019,Manhattan,Lasker,Night Owl,5,8,13,26,29,55
08/06/2019,Manhattan,John Jay,Night Owl,2,6,8,26,29,55
08/06/2019,Manhattan,Hamilton Fish,Night Owl,10,4,14,27,41,68
08/05/2019,Staten Island,Lyons,Night Owl,0,3,3,10,16,26
08/05/2019,Queens,Astoria,Night Owl,5,9,14,38,46,84
08/05/2019,Bronx,Crotona,Night Owl,2,0,2,7,2,9
08/05/2019,Bronx,Van Cortlandt,Night Owl,1,0,1,8,13,21
08/05/2019,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
08/05/2019,Brooklyn,Red Hook,Night Owl,0,0,0,0,0,0
08/05/2019,Brooklyn,McCarren,Night Owl,9,12,21,48,38,86
08/05/2019,Manhattan,Tony Dapolito,Night Owl,0,3,3,6,10,16
08/05/2019,Manhattan,Marcus Garvey,Night Owl,2,2,4,6,14,20
08/05/2019,Manhattan,Asser Levy,Night Owl,0,3,3,14,14,28
08/05/2019,Manhattan,Lasker,Night Owl,8,8,16,44,41,85
08/05/2019,Manhattan,John Jay,Night Owl,6,10,16,39,46,85
08/05/2019,Manhattan,Hamilton Fish,Night Owl,5,3,8,51,26,77
08/02/2019,Staten Island,Lyons,Night Owl,1,0,1,9,14,23
08/02/2019,Queens,Astoria,Night Owl,5,6,11,30,35,65
08/02/2019,Bronx,Crotona,Night Owl,0,1,1,2,1,3
08/02/2019,Bronx,Van Cortlandt,Night Owl,2,0,2,13,13,26
08/02/2019,Brooklyn,Sunset,Night Owl,5,5,10,26,25,51
08/02/2019,Brooklyn,Red Hook,Night Owl,1,5,6,16,16,32
08/02/2019,Brooklyn,McCarren,Night Owl,5,17,22,32,61,93
08/02/2019,Manhattan,Tony Dapolito,Night Owl,1,0,1,10,7,17
08/02/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,6,7,13
08/02/2019,Manhattan,Asser Levy,Night Owl,0,3,3,14,14,28
08/02/2019,Manhattan,Lasker,Night Owl,7,8,15,41,38,79
08/02/2019,Manhattan,John Jay,Night Owl,7,6,13,26,35,61
08/02/2019,Manhattan,Hamilton Fish,Night Owl,9,7,16,43,32,75
08/01/2019,Staten Island,Lyons,Night Owl,0,2,2,8,10,18
08/01/2019,Queens,Astoria,Night Owl,6,13,19,37,59,96
08/01/2019,Bronx,Crotona,Night Owl,1,1,2,9,3,12
08/01/2019,Bronx,Van Cortlandt,Night Owl,7,1,8,17,22,39
08/01/2019,Brooklyn,Sunset,Night Owl,5,4,9,31,29,60
08/01/2019,Brooklyn,Red Hook,Night Owl,4,5,9,23,33,56
08/01/2019,Brooklyn,McCarren,Night Owl,8,11,19,63,59,122
08/01/2019,Manhattan,Tony Dapolito,Night Owl,3,4,7,14,12,26
08/01/2019,Manhattan,Marcus Garvey,Night Owl,1,0,1,8,13,21
08/01/2019,Manhattan,Asser Levy,Night Owl,2,4,6,17,20,37
08/01/2019,Manhattan,Lasker,Night Owl,3,6,9,33,37,70
08/01/2019,Manhattan,John Jay,Night Owl,3,8,11,37,45,82
08/01/2019,Manhattan,Hamilton Fish,Night Owl,10,5,15,42,35,77
07/31/2019,Staten Island,Lyons,Night Owl,0,0,0,7,2,9
07/31/2019,Queens,Astoria,Night Owl,1,5,6,17,16,33
07/31/2019,Bronx,Crotona,Night Owl,0,0,0,2,0,2
07/31/2019,Bronx,Van Cortlandt,Night Owl,0,1,1,3,5,8
07/31/2019,Brooklyn,Sunset,Night Owl,0,0,0,12,4,16
07/31/2019,Brooklyn,Red Hook,Night Owl,2,0,2,15,9,24
07/31/2019,Brooklyn,McCarren,Night Owl,5,3,8,22,18,40
07/31/2019,Manhattan,Tony Dapolito,Night Owl,0,1,1,4,3,7
07/31/2019,Manhattan,Marcus Garvey,Night Owl,1,0,1,3,2,5
07/31/2019,Manhattan,Asser Levy,Night Owl,1,0,1,13,19,32
07/31/2019,Manhattan,Lasker,Night Owl,3,2,5,13,11,24
07/31/2019,Manhattan,John Jay,Night Owl,7,3,10,15,12,27
07/31/2019,Manhattan,Hamilton Fish,Night Owl,2,0,2,24,13,37
07/30/2019,Staten Island,Lyons,Night Owl,0,2,2,10,19,29
07/30/2019,Queens,Astoria,Night Owl,7,21,28,46,59,105
07/30/2019,Bronx,Crotona,Night Owl,1,0,1,1,1,2
07/30/2019,Bronx,Van Cortlandt,Night Owl,2,3,5,15,21,36
07/30/2019,Brooklyn,Sunset,Night Owl,4,6,10,29,41,70
07/30/2019,Brooklyn,Red Hook,Night Owl,7,13,20,38,49,87
07/30/2019,Brooklyn,McCarren,Night Owl,11,26,37,66,86,152
07/30/2019,Manhattan,Tony Dapolito,Night Owl,1,3,4,11,16,27
07/30/2019,Manhattan,Marcus Garvey,Night Owl,3,9,12,7,25,32
07/30/2019,Manhattan,Asser Levy,Night Owl,2,3,5,20,22,42
07/30/2019,Manhattan,Lasker,Night Owl,18,25,43,47,71,118
07/30/2019,Manhattan,John Jay,Night Owl,9,12,21,48,48,96
07/30/2019,Manhattan,Hamilton Fish,Night Owl,6,5,11,46,29,75
07/29/2019,Staten Island,Lyons,Night Owl,3,1,4,13,15,28
07/29/2029,Queens,Astoria,Night Owl,8,24,32,48,70,118
07/29/2019,Bronx,Crotona,Night Owl,0,0,0,3,1,4
07/29/2019,Bronx,Van Cortlandt,Night Owl,7,9,16,12,25,37
07/29/2019,Brooklyn,Sunset,Night Owl,13,10,23,40,41,81
07/29/2019,Brooklyn,Red Hook,Night Owl,7,8,15,27,28,55
07/29/2019,Brooklyn,McCarren,Night Owl,25,33,58,84,84,168
07/29/2019,Manhattan,Tony Dapolito,Night Owl,3,6,9,17,19,36
07/29/2019,Manhattan,Marcus Garvey,Night Owl,2,5,7,11,20,31
07/29/2019,Manhattan,Asser Levy,Night Owl,3,2,5,20,21,41
07/29/2019,Manhattan,Lasker,Night Owl,20,25,45,58,59,117
07/29/2019,Manhattan,John Jay,Night Owl,9,12,21,50,54,104
07/29/2019,Manhattan,Hamilton Fish,Night Owl,10,10,20,51,35,86
07/26/2019,Staten Island,Lyons,Night Owl,0,0,0,8,9,17
07/26/2019,Queens,Astoria,Night Owl,13,14,27,38,38,76
07/26/2019,Bronx,Crotona,Night Owl,2,0,2,4,1,5
07/26/2019,Bronx,Van Cortlandt,Night Owl,2,4,6,7,16,23
07/26/2019,Brooklyn,Sunset,Night Owl,2,8,10,25,26,51
07/26/2019,Brooklyn,Red Hook,Night Owl,5,8,13,23,23,46
07/26/2019,Brooklyn,McCarren,Night Owl,13,13,26,52,45,97
07/26/2019,Manhattan,Tony Dapolito,Night Owl,0,2,2,10,9,19
07/26/2019,Manhattan,Marcus Garvey,Night Owl,2,0,2,9,16,25
07/26/2019,Manhattan,Asser Levy,Night Owl,1,4,5,19,17,36
07/26/2019,Manhattan,Lasker,Night Owl,4,13,17,34,39,73
07/26/2019,Manhattan,John Jay,Night Owl,4,11,15,28,28,56
07/26/2019,Manhattan,Hamilton Fish,Night Owl,8,9,17,47,41,88
07/25/2019,Staten Island,Lyons,Night Owl,2,3,5,10,14,24
07/25/2019,Queens,Astoria,Night Owl,16,14,30,45,60,105
07/25/2019,Bronx,Crotona,Night Owl,2,4,6,4,5,9
07/25/2019,Bronx,Van Cortlandt,Night Owl,4,4,8,15,19,34
07/25/2019,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
07/25/2019,Brooklyn,Red Hook,Night Owl,6,7,13,22,18,40
07/25/2019,Brooklyn,McCarren,Night Owl,13,22,35,54,57,111
07/25/2019,Manhattan,Tony Dapolito,Night Owl,1,4,5,7,17,24
07/25/2019,Manhattan,Marcus Garvey,Night Owl,2,3,5,11,13,24
07/25/2019,Manhattan,Asser Levy,Night Owl,3,8,11,19,19,38
07/25/2019,Manhattan,Lasker,Night Owl,9,7,16,38,35,73
07/25/2019,Manhattan,John Jay,Night Owl,9,16,25,31,42,73
07/25/2019,Manhattan,Hamilton Fish,Night Owl,9,7,16,51,37,88
07/24/2019,Staten Island,Lyons,Night Owl,0,2,2,8,10,18
07/24/2019,Queens,Astoria,Night Owl,16,18,34,46,54,100
07/24/2019,Bronx,Crotona,Night Owl,0,0,0,2,0,2
07/24/2019,Bronx,Van Cortlandt,Night Owl,3,1,4,15,15,30
07/24/2019,Brooklyn,Sunset,Night Owl,5,6,11,28,34,62
07/24/2019,Brooklyn,Red Hook,Night Owl,6,10,16,21,27,48
07/24/2019,Brooklyn,McCarren,Night Owl,14,16,30,70,78,148
07/24/2019,Manhattan,Tony Dapolito,Night Owl,1,2,3,8,11,19
07/24/2019,Manhattan,Marcus Garvey,Night Owl,0,3,3,8,18,26
07/24/2019,Manhattan,Asser Levy,Night Owl,3,21,24,18,39,57
07/24/2019,Manhattan,Lasker,Night Owl,8,17,25,29,43,72
07/24/2019,Manhattan,John Jay,Night Owl,10,15,25,34,45,79
07/24/2019,Manhattan,Hamilton Fish,Night Owl,13,17,30,59,42,101
07/23/2019,Staten Island,Lyons,Night Owl,0,0,0,5,6,11
07/23/2019,Queens,Astoria,Night Owl,6,5,11,22,18,40
07/23/2019,Bronx,Crotona,Night Owl,0,0,0,4,1,5
07/23/2019,Bronx,Van Cortlandt,Night Owl,2,3,5,7,12,19
07/23/2019,Brooklyn,Red Hook,Night Owl,4,3,7,21,18,39
07/23/2019,Brooklyn,Red Hook,Night Owl,0,1,1,10,16,26
07/23/2019,Brooklyn,McCarren,Night Owl,8,5,13,36,20,56
